source_q,target_q,edge_type,weight
mock7-q61,mock6-q64,same-topic,0.107
mock7-q61,mock7-q63,same-topic,0.103
mock7-q62,mock4-q64,same-topic,0.158
mock7-q62,mock7-q54,same-topic,0.103
mock7-q63,mock7-q61,same-topic,0.113
mock7-q63,mock7-q64,same-topic,0.116
mock7-q64,mock7-q63,same-topic,0.118
mock7-q65,mock6-q65,same-topic,0.113
mock7-q7,mock2-q9,same-topic,0.128
mock7-q7,mock6-q7,same-topic,0.115
mock7-q8,mock7-q6,same-topic,0.115
mock7-q9,mock6-q27,same-topic,0.119
mock7-q9,mock7-q13,same-topic,0.114
ps-1,mock2-q40,same-topic,0.132
ps-1,ps-27,same-topic,0.125
ps-10,ps-20,same-topic,0.118
ps-10,ps-9,same-topic,0.129
ps-11,mock7-q27,same-topic,0.113
ps-11,ps-12,same-topic,0.116
ps-12,ps-11,same-topic,0.135
ps-12,ps-16,same-topic,0.111
ps-13,ps-14,same-topic,0.106
ps-13,ps-2,same-topic,0.119
ps-14,ps-13,same-topic,0.12
ps-14,ps-15,same-topic,0.113
ps-15,ps-14,same-topic,0.102
ps-15,ps-18,same-topic,0.089
ps-16,ps-12,same-topic,0.118
ps-16,ps-27,same-topic,0.101
ps-17,mock7-q38,same-topic,0.128
ps-17,ps-19,same-topic,0.106
ps-18,ps-15,same-topic,0.124
ps-18,ps-23,same-topic,0.099
ps-19,ps-17,same-topic,0.128
ps-19,ps-22,same-topic,0.084
ps-2,ps-13,same-topic,0.099
ps-2,ps-21,same-topic,0.13
ps-20,ps-10,same-topic,0.124
ps-20,ps-21,same-topic,0.113
ps-21,ps-2,same-topic,0.119
ps-21,ps-20,same-topic,0.109
ps-22,ps-19,same-topic,0.107
ps-22,ps-26,same-topic,0.119
ps-23,ps-18,same-topic,0.135
ps-23,ps-24,same-topic,0.118
ps-24,ps-23,same-topic,0.131
ps-24,ps-25,same-topic,0.099
ps-25,mock2-q7,same-topic,0.128
ps-25,ps-24,same-topic,0.126
ps-26,mock4-q50,same-topic,0.133
ps-26,ps-22,same-topic,0.101
ps-27,ps-1,same-topic,0.098
ps-27,ps-16,same-topic,0.111
ps-28,ps-29,same-topic,0.082
ps-28,ps-6,same-topic,0.133
ps-29,ps-28,same-topic,0.114
ps-29,ps-36,same-topic,0.081
ps-3,mock2-q27,same-topic,0.104
ps-3,ps-41,same-topic,0.13
ps-30,ps-39,same-topic,0.107
ps-30,ps-msq-1,same-topic,0.125
ps-31,mock7-q24,same-topic,0.121
ps-31,ps-32,same-topic,0.1
ps-32,ps-31,same-topic,0.131
ps-32,ps-nat-1,same-topic,0.103
ps-33,ps-3,prerequisite,0.426
ps-33,ps-34,same-topic,0.119
ps-33,ps-7,prerequisite,0.465
ps-34,ps-33,same-topic,0.119
ps-34,ps-35,same-topic,0.086
ps-34,ps-53,prerequisite,0.469
ps-34,ps-nat-1,prerequisite,0.374
ps-35,mock2-q26,prerequisite,0.304
ps-35,ps-34,same-topic,0.139
ps-35,ps-40,same-topic,0.093
ps-35,ps-58,prerequisite,0.456
ps-36,ps-29,same-topic,0.135
ps-36,ps-37,same-topic,0.104
ps-37,ps-36,same-topic,0.106
ps-37,ps-38,same-topic,0.115
ps-38,ps-37,same-topic,0.105
ps-38,ps-44,same-topic,0.101
ps-39,ps-30,same-topic,0.117
ps-39,ps-42,same-topic,0.081
ps-4,mock4-q30,same-topic,0.134
ps-4,ps-61,same-topic,0.126
ps-40,ai-10,cross-domain,0.636
ps-40,co-24,cross-domain,0.663
ps-40,dbms-10,cross-domain,0.636
ps-40,dsa-38,cross-domain,0.602
ps-40,la-13,cross-domain,0.65
ps-40,ml-msq-1,cross-domain,0.697
ps-40,mock4-q23,prerequisite,0.397
ps-40,ps-35,same-topic,0.114
ps-40,ps-41,same-topic,0.084
ps-40,ps-61,prerequisite,0.441
ps-41,ps-3,same-topic,0.091
ps-41,ps-4,prerequisite,0.517
ps-41,ps-40,same-topic,0.125
ps-41,ps-6,prerequisite,0.38
ps-42,ps-39,same-topic,0.104
ps-42,ps-43,same-topic,0.088
ps-43,ai-15,cross-domain,0.48
ps-43,dbms-6,cross-domain,0.795
ps-43,ml-45,cross-domain,0.613
ps-43,mock2-q50,cross-domain,0.668
ps-43,mock6-q18,cross-domain,0.567
ps-43,mock6-q30,cross-domain,0.605
ps-43,ps-42,same-topic,0.131
ps-43,ps-45,same-topic,0.108
ps-44,ps-38,same-topic,0.101
ps-44,ps-47,same-topic,0.094
ps-45,ps-43,same-topic,0.115
ps-45,ps-46,same-topic,0.084
ps-46,mock3-q26,same-topic,0.098
ps-46,ps-45,same-topic,0.138
ps-47,ps-44,same-topic,0.127
ps-47,ps-msq-1,same-topic,0.112
ps-48,mock7-q31,same-topic,0.14
ps-48,ps-50,same-topic,0.116
ps-49,ps-51,same-topic,0.116
ps-49,ps-62,same-topic,0.14
ps-5,ai-38,cross-domain,0.489
ps-5,co-37,cross-domain,0.54
ps-5,dsa-64,cross-domain,0.729
ps-5,la-43,cross-domain,0.646
ps-5,mock2-q3,same-topic,0.103
ps-5,mock2-q38,cross-domain,0.6
ps-5,mock6-q28,cross-domain,0.756
ps-5,mock6-q7,cross-domain,0.675
ps-5,ps-1,prerequisite,0.366
ps-5,ps-33,prerequisite,0.319
ps-50,ps-48,same-topic,0.111
ps-50,ps-54,same-topic,0.082
ps-51,ps-49,same-topic,0.124
ps-51,ps-52,same-topic,0.107
ps-52,ps-51,same-topic,0.103
ps-52,ps-57,same-topic,0.081
ps-53,mock4-q30,prerequisite,0.304
ps-53,ps-58,same-topic,0.117
ps-53,ps-7,same-topic,0.123
ps-54,ps-50,same-topic,0.105
ps-54,ps-55,same-topic,0.095
ps-55,ps-54,same-topic,0.13
ps-55,ps-56,same-topic,0.114
ps-56,ps-55,same-topic,0.123
ps-56,ps-59,same-topic,0.088
ps-57,ps-52,same-topic,0.113
ps-57,ps-63,same-topic,0.103
ps-58,mock6-q31,prerequisite,0.357
ps-58,ps-53,same-topic,0.129
ps-58,ps-61,same-topic,0.088
ps-59,ps-56,same-topic,0.138
ps-59,ps-62,same-topic,0.114
ps-6,mock4-q23,same-topic,0.131
ps-6,ps-28,same-topic,0.113
ps-60,mock7-q39,same-topic,0.144
ps-60,ps-65,same-topic,0.089
ps-61,mock7-q31,prerequisite,0.39
ps-61,ps-4,same-topic,0.103
ps-61,ps-58,same-topic,0.114
ps-62,ps-49,same-topic,0.098
ps-62,ps-59,same-topic,0.131
ps-63,ps-57,same-topic,0.135
ps-63,ps-64,same-topic,0.086
ps-64,ps-63,same-topic,0.111
ps-64,ps-66,same-topic,0.107
ps-65,adaptive-mix-hard-1,same-topic,0.128
ps-65,ps-60,same-topic,0.135
ps-66,mock3-q64,same-topic,0.117
ps-66,ps-64,same-topic,0.134
ps-7,ps-4,prerequisite,0.37
ps-7,ps-53,same-topic,0.103
ps-8,mock3-q12,same-topic,0.137
ps-8,ps-9,same-topic,0.118
ps-9,ps-10,same-topic,0.087
ps-9,ps-8,same-topic,0.127
ps-msq-1,ps-30,same-topic,0.122
ps-msq-1,ps-47,same-topic,0.107
ps-nat-1,mock4-q37,same-topic,0.131
ps-nat-1,ps-32,same-topic,0.117
